"tournament","date","Team","GP","W","L","AGT","K","D","KD","CKPM","GPR","GSPD","EGR","MLR","GD15","FB%","FT%","F3T%","PPG","HLD%","GRB%","FD%","DRG%","ELD%","FBN%","BN%","LNE%","JNG%","WPM","CWPM","WCPM"
"LTA South 2025 Split 1","2025-01-25","Leviatan",3,2,1,28.6,44,40,1.1,0.98,0.12,"0.1%",55.5,11.2,-225,"67%","67%","67%",3.3,"67%","56%","100%","64%",,"67%","100%","49.5%","49.5%",3.88,1.59,1.36
"LTA South 2025 Split 1","2025-01-25","LOUD",3,1,2,34.6,36,48,0.75,0.8,-1.33,"-5.0%",30.2,3.1,-1025,"0%","33%","0%",2.3,"0%","39%","33%","27%",,"33%","25%","48.9%","46.2%",3.44,1.35,1.54
"LTA South 2025 Split 1","2025-01-25","paiN Gaming",3,2,1,34.6,47,36,1.31,0.8,1.33,"5.0%",69.8,-3.1,1025,"100%","67%","100%",4,"100%","61%","67%","73%",,"67%","75%","51.1%","53.8%",3.67,1.4,1.67
"LTA South 2025 Split 1","2025-01-25","Vivo Keyd Stars",3,1,2,28.6,40,44,0.91,0.98,-0.12,"-0.1%",44.5,-11.2,225,"33%","33%","33%",2.3,"33%","44%","0%","36%",,"0%","0%","50.5%","50.5%",2.77,1.08,1.7
"LTA South 2025 Split 1","2025-01-26","Fluxo W7M",2,0,2,34.4,24,39,0.62,0.92,-1.93,"-10.2%",21.2,-21.2,-2277,"0%","0%","0%",3,"0%","33%","50%","20%",,"0%","0%","48.9%","41.8%",3.51,1.49,1.28
"LTA South 2025 Split 1","2025-01-26","FURIA",3,1,2,30.4,31,33,0.94,0.7,-0.31,"-3.2%",48.5,-15.1,111,"33%","67%","67%",4.3,"67%","61%","67%","38%",,"33%","67%","49.0%","46.0%",2.88,1.08,1.18
"LTA South 2025 Split 1","2025-01-26","Isurus Estral",3,2,1,30.4,33,31,1.06,0.7,0.31,"3.2%",51.5,15.1,-111,"67%","33%","33%",4.3,"33%","39%","33%","62%",,"33%","33%","51.0%","54.0%",3.07,1.32,1.42
"LTA South 2025 Split 1","2025-01-26","Leviatan",3,2,1,28.6,44,40,1.1,0.98,0.12,"0.1%",55.5,11.2,-225,"67%","67%","67%",3.3,"67%","56%","100%","64%",,"67%","100%","49.5%","49.5%",3.88,1.59,1.36
"LTA South 2025 Split 1","2025-01-26","LOUD",3,1,2,34.6,36,48,0.75,0.8,-1.33,"-5.0%",30.2,3.1,-1025,"0%","33%","0%",2.3,"0%","39%","33%","27%",,"33%","25%","48.9%","46.2%",3.44,1.35,1.54
"LTA South 2025 Split 1","2025-01-26","paiN Gaming",3,2,1,34.6,47,36,1.31,0.8,1.33,"5.0%",69.8,-3.1,1025,"100%","67%","100%",4,"100%","61%","67%","73%",,"67%","75%","51.1%","53.8%",3.67,1.4,1.67
"LTA South 2025 Split 1","2025-01-26","RED Canids",2,2,0,34.4,39,24,1.63,0.92,1.93,"10.2%",78.8,21.2,2277,"100%","100%","100%",8,"100%","67%","50%","80%",,"100%","100%","51.1%","58.2%",3.03,1.09,1.61
"LTA South 2025 Split 1","2025-01-26","Vivo Keyd Stars",3,1,2,28.6,40,44,0.91,0.98,-0.12,"-0.1%",44.5,-11.2,225,"33%","33%","33%",2.3,"33%","44%","0%","36%",,"0%","0%","50.5%","50.5%",2.77,1.08,1.7
"LTA South 2025 Split 1","2025-02-01","Fluxo W7M",4,0,4,31.7,34,75,0.45,0.85,-2.21,"-10.8%",17.5,-17.5,-2229,"50%","0%","0%",2,"0%","21%","25%","11%",,"0%","0%","48.7%","41.9%",3.43,1.36,1.23
"LTA South 2025 Split 1","2025-02-01","FURIA",5,3,2,29.9,66,43,1.53,0.73,0.8,"2.6%",63.6,-3.6,939,"20%","80%","80%",4.2,"80%","73%","80%","62%",,"60%","80%","50.0%","50.8%",2.98,1.13,1.32
"LTA South 2025 Split 1","2025-02-01","Isurus Estral",3,2,1,30.4,33,31,1.06,0.7,0.31,"3.2%",51.5,15.1,-111,"67%","33%","33%",4.3,"33%","39%","33%","62%",,"33%","33%","51.0%","54.0%",3.07,1.32,1.42
"LTA South 2025 Split 1","2025-02-01","Leviatan",3,2,1,28.6,44,40,1.1,0.98,0.12,"0.1%",55.5,11.2,-225,"67%","67%","67%",3.3,"67%","56%","100%","64%",,"67%","100%","49.5%","49.5%",3.88,1.59,1.36
"LTA South 2025 Split 1","2025-02-01","LOUD",6,3,3,35.8,89,88,1.01,0.82,-0.46,"-2.2%",40,10,-556,"33%","67%","17%",3.3,"17%","58%","17%","45%","0%","50%","44%","48.4%","50.2%",3.47,1.32,1.5
"LTA South 2025 Split 1","2025-02-01","paiN Gaming",3,2,1,34.6,47,36,1.31,0.8,1.33,"5.0%",69.8,-3.1,1025,"100%","67%","100%",4,"100%","61%","67%","73%",,"67%","75%","51.1%","53.8%",3.67,1.4,1.67
"LTA South 2025 Split 1","2025-02-01","RED Canids",2,2,0,34.4,39,24,1.63,0.92,1.93,"10.2%",78.8,21.2,2277,"100%","100%","100%",8,"100%","67%","50%","80%",,"100%","100%","51.1%","58.2%",3.03,1.09,1.61
"LTA South 2025 Split 1","2025-02-01","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LTA South 2025 Split 1","2025-02-02","Fluxo W7M",4,0,4,31.7,34,75,0.45,0.85,-2.21,"-10.8%",17.5,-17.5,-2229,"50%","0%","0%",2,"0%","21%","25%","11%",,"0%","0%","48.7%","41.9%",3.43,1.36,1.23
"LTA South 2025 Split 1","2025-02-02","FURIA",5,3,2,29.9,66,43,1.53,0.73,0.8,"2.6%",63.6,-3.6,939,"20%","80%","80%",4.2,"80%","73%","80%","62%",,"60%","80%","50.0%","50.8%",2.98,1.13,1.32
"LTA South 2025 Split 1","2025-02-02","Isurus Estral",7,5,2,33.8,100,93,1.08,0.82,0.35,"6.6%",46.5,24.9,-117,"57%","57%","57%",4.6,"57%","45%","43%","55%","50%","57%","67%","51.0%","54.3%",3.17,1.34,1.42
"LTA South 2025 Split 1","2025-02-02","Leviatan",7,4,3,33.6,114,106,1.08,0.94,0.12,"-0.5%",56.5,0.6,125,"71%","43%","71%",4.1,"71%","62%","57%","46%",,"43%","33%","49.8%","48.1%",3.68,1.5,1.41
"LTA South 2025 Split 1","2025-02-02","LOUD",6,3,3,35.8,89,88,1.01,0.82,-0.46,"-2.2%",40,10,-556,"33%","67%","17%",3.3,"17%","58%","17%","45%","0%","50%","44%","48.4%","50.2%",3.47,1.32,1.5
"LTA South 2025 Split 1","2025-02-02","paiN Gaming",6,3,3,36.8,96,98,0.98,0.88,0.59,"1.2%",58.1,-8.1,572,"67%","67%","67%",4.7,"67%","50%","67%","66%",,"67%","80%","50.4%","53.1%",3.56,1.31,1.8
"LTA South 2025 Split 1","2025-02-02","RED Canids",5,3,2,36.4,93,75,1.24,0.92,0.37,"-1.1%",63.6,-3.6,626,"60%","60%","40%",4.6,"40%","50%","60%","70%","50%","40%","43%","49.7%","50.5%",2.95,1.1,1.48
"LTA South 2025 Split 1","2025-02-02","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LTA South 2025 Split 1","2025-02-09","Fluxo W7M",4,0,4,31.7,34,75,0.45,0.85,-2.21,"-10.8%",17.5,-17.5,-2229,"50%","0%","0%",2,"0%","21%","25%","11%",,"0%","0%","48.7%","41.9%",3.43,1.36,1.23
"LTA South 2025 Split 1","2025-02-09","FURIA",8,4,4,31.1,96,79,1.22,0.7,0.72,"1.5%",61.3,-11.3,628,"50%","88%","88%",4.6,"75%","56%","75%","59%","0%","50%","56%","50.1%","51.6%",3.14,1.24,1.52
"LTA South 2025 Split 1","2025-02-09","Isurus Estral",7,5,2,33.8,100,93,1.08,0.82,0.35,"6.6%",46.5,24.9,-117,"57%","57%","57%",4.6,"57%","45%","43%","55%","50%","57%","67%","51.0%","54.3%",3.17,1.34,1.42
"LTA South 2025 Split 1","2025-02-09","Leviatan",7,4,3,33.6,114,106,1.08,0.94,0.12,"-0.5%",56.5,0.6,125,"71%","43%","71%",4.1,"71%","62%","57%","46%",,"43%","33%","49.8%","48.1%",3.68,1.5,1.41
"LTA South 2025 Split 1","2025-02-09","LOUD",10,6,4,38.1,158,136,1.16,0.77,0.4,"2.3%",50.6,9.4,163,"60%","60%","40%",3.9,"40%","62%","20%","48%","33%","70%","69%","49.4%","50.4%",3.4,1.31,1.62
"LTA South 2025 Split 1","2025-02-09","paiN Gaming",10,5,5,36.7,144,152,0.95,0.81,-0.04,"-0.1%",51.1,-1.1,257,"40%","50%","40%",4.6,"50%","57%","60%","57%","50%","60%","69%","50.2%","51.0%",3.65,1.33,1.7
"LTA South 2025 Split 1","2025-02-09","RED Canids",8,4,4,37.5,129,120,1.08,0.83,-0.33,"-4.1%",52.1,-2.1,-162,"38%","50%","38%",4.6,"38%","42%","63%","62%","67%","25%","25%","49.2%","50.0%",3.14,1.15,1.44
"LTA South 2025 Split 1","2025-02-09","Vivo Keyd Stars",6,2,4,32.8,80,97,0.82,0.9,-0.25,"-0.4%",47.4,-14.1,156,"33%","17%","50%",2.3,"50%","33%","50%","36%","100%","17%","29%","51.3%","48.1%",2.99,1.15,1.7
"LTA South 2025 Split 2","2025-04-05","Fluxo W7M",1,0,1,41.6,10,19,0.53,0.7,-1.32,"-8.0%",44.1,-44.1,-238,"0%","100%","0%",6,"0%","50%","0%","50%",,"0%","0%","50.0%","47.1%",4.18,1.63,1.78
"LTA South 2025 Split 2","2025-04-05","FURIA",1,0,1,47.8,17,20,0.85,0.77,0.53,"-2.2%",53,-53,617,"100%","0%","0%",2,"0%","83%","0%","43%",,"0%","33%","48.9%","53.6%",3.37,1.05,2.11
"LTA South 2025 Split 2","2025-04-05","Isurus Estral",1,0,1,28.6,3,19,0.16,0.77,-2.2,"-16.3%",28.3,-28.3,-1191,"0%","0%","0%",3,"0%","50%","0%","0%",,"0%","0%","49.7%","44.5%",2.94,1.15,1.36
"LTA South 2025 Split 2","2025-04-05","Leviatan",1,1,0,47.8,20,17,1.18,0.77,-0.53,"2.2%",47,53,-617,"0%","100%","100%",3,"100%","17%","100%","57%",,"100%","67%","51.1%","46.4%",4.33,1.65,1.3
"LTA South 2025 Split 2","2025-04-05","LOUD",1,0,1,30.5,5,17,0.29,0.72,-1.07,"-13.3%",42.7,-42.7,167,"100%","100%","0%",4,"100%","50%","0%","0%",,"0%","0%","48.1%","50.6%",3.97,1.51,1.41
"LTA South 2025 Split 2","2025-04-05","paiN Gaming",1,1,0,28.6,19,3,6.33,0.77,2.2,"16.3%",71.7,28.3,1191,"100%","100%","100%",3,"100%","50%","100%","100%",,"100%","100%","50.3%","55.5%",3.67,1.22,1.43
"LTA South 2025 Split 2","2025-04-05","RED Canids",1,1,0,30.5,17,5,3.4,0.72,1.07,"13.3%",57.3,42.7,-167,"0%","0%","100%",2,"0%","50%","100%","100%",,"100%","100%","51.9%","49.4%",3.31,1.51,2
"LTA South 2025 Split 2","2025-04-05","Vivo Keyd Stars",1,1,0,41.6,19,10,1.9,0.7,1.32,"8.0%",55.9,44.1,238,"100%","0%","100%",5,"100%","50%","100%","50%",,"100%","100%","50.0%","52.9%",3.34,1.06,2.11
"LTA South 2025 Split 2","2025-04-06","Fluxo W7M",2,0,2,41,28,32,0.88,0.73,-0.69,"0.4%",46.3,-46.3,-571,"0%","50%","0%",3.5,"0%","42%","50%","70%","50%","0%","33%","50.7%","47.1%",3.96,1.62,2.07
"LTA South 2025 Split 2","2025-04-06","FURIA",2,1,1,36.9,33,24,1.38,0.77,1.23,"6.1%",73,-23,2073,"100%","50%","50%",3,"50%","83%","50%","50%",,"0%","33%","49.8%","52.9%",3.24,1.12,1.65
"LTA South 2025 Split 2","2025-04-06","Isurus Estral",2,0,2,27.3,7,35,0.2,0.77,-2.34,"-15.4%",17.6,-17.6,-2360,"0%","0%","0%",2,"0%","33%","0%","14%",,"0%","0%","49.4%","46.2%",2.85,1.21,1.39
"LTA South 2025 Split 2","2025-04-06","Leviatan",2,2,0,44,33,35,0.94,0.77,-0.27,"-3.2%",49.3,50.7,144,"50%","100%","100%",2.5,"100%","42%","50%","36%","50%","100%","60%","49.9%","49.6%",4.28,1.71,1.49
"LTA South 2025 Split 2","2025-04-06","LOUD",2,0,2,33.1,19,33,0.58,0.78,-0.56,"-7.9%",50.7,-50.7,402,"100%","50%","50%",3,"100%","50%","50%","22%",,"0%","0%","48.2%","51.0%",3.66,1.5,1.43
"LTA South 2025 Split 2","2025-04-06","paiN Gaming",2,2,0,32.2,35,17,2.06,0.81,1.05,"9.5%",56.5,43.5,277,"50%","100%","50%",3,"50%","50%","50%","78%",,"100%","100%","51.1%","52.1%",3.79,1.37,1.68
"LTA South 2025 Split 2","2025-04-06","RED Canids",2,1,1,32.5,28,29,0.97,0.88,-0.35,"0.7%",51.5,-1.5,-213,"50%","0%","50%",3.5,"0%","50%","100%","56%",,"50%","33%","51.4%","46.0%",3.27,1.39,1.52
"LTA South 2025 Split 2","2025-04-06","Vivo Keyd Stars",2,2,0,38,43,21,2.05,0.84,1.45,"9.9%",55.1,44.9,249,"50%","50%","100%",4,"100%","50%","50%","64%",,"100%","100%","49.6%","55.2%",3.21,1.1,1.89
"LTA South 2025 Split 2","2025-04-12","Fluxo W7M",3,1,2,39.4,48,40,1.2,0.75,-0.62,"1.7%",39.1,-5.8,-721,"33%","33%","0%",3,"0%","33%","33%","69%","50%","33%","60%","50.2%","48.8%",3.87,1.66,1.91
"LTA South 2025 Split 2","2025-04-12","FURIA",3,2,1,34.3,53,29,1.83,0.8,1.54,"11.5%",73.3,-6.7,1833,"67%","67%","67%",5,"67%","83%","67%","50%",,"33%","50%","50.4%","52.7%",3.23,1.18,1.69
"LTA South 2025 Split 2","2025-04-12","Isurus Estral",3,0,3,30.3,15,55,0.27,0.77,-1.22,"-11.7%",36.8,-36.8,-1233,"0%","33%","33%",3.3,"33%","50%","33%","23%",,"0%","0%","49.8%","46.7%",3.01,1.34,1.38
"LTA South 2025 Split 2","2025-04-12","Leviatan",3,2,1,40.8,37,47,0.79,0.69,-0.49,"-5.4%",44.3,22.3,-180,"33%","67%","67%",2,"67%","28%","33%","31%","50%","67%","43%","49.6%","47.4%",4.1,1.62,1.47
"LTA South 2025 Split 2","2025-04-12","LOUD",3,0,3,32.8,25,49,0.51,0.75,-0.65,"-6.3%",53.8,-53.8,535,"100%","67%","67%",3.7,"67%","61%","33%","15%",,"0%","0%","48.4%","49.9%",3.43,1.39,1.36
"LTA South 2025 Split 2","2025-04-12","paiN Gaming",3,2,1,31.1,40,37,1.08,0.83,0.01,"-1.2%",46.4,20.3,-267,"67%","67%","33%",3.3,"33%","39%","33%","69%",,"67%","67%","50.2%","50.6%",3.86,1.42,1.59
"LTA South 2025 Split 2","2025-04-12","RED Canids",3,2,1,33.1,40,33,1.21,0.73,0.14,"3.7%",56.2,10.5,134,"67%","33%","67%",3.3,"33%","67%","100%","64%",,"67%","60%","51.3%","49.6%",3.32,1.31,1.64
"LTA South 2025 Split 2","2025-04-12","Vivo Keyd Stars",3,3,0,36,59,27,2.19,0.8,1.26,"7.6%",50.1,49.9,-102,"33%","33%","67%",3.3,"100%","39%","67%","73%",,"100%","100%","50.1%","54.2%",3.15,0.99,1.87
"LTA South 2025 Split 2","2025-04-13","Fluxo W7M",4,1,3,35.6,53,49,1.08,0.72,-0.95,"-0.7%",31.4,-6.4,-1634,"25%","25%","0%",3.3,"0%","29%","50%","68%","50%","25%","60%","49.5%","49.0%",3.76,1.58,1.73
"LTA South 2025 Split 2","2025-04-13","FURIA",4,3,1,31.8,62,34,1.82,0.76,1.74,"10.6%",78,-3,2468,"75%","75%","75%",6.5,"75%","83%","50%","47%",,"25%","50%","51.0%","52.1%",3.19,1.18,1.59
"LTA South 2025 Split 2","2025-04-13","Isurus Estral",4,0,4,31.3,27,75,0.36,0.81,-1.02,"-9.1%",41.8,-41.8,-1005,"25%","50%","25%",3.3,"50%","63%","50%","33%",,"0%","0%","50.0%","47.3%",3.03,1.34,1.39
"LTA South 2025 Split 2","2025-04-13","Leviatan",4,2,2,37.9,42,64,0.66,0.7,-0.98,"-7.7%",34.4,15.6,-1235,"25%","50%","50%",2.3,"50%","33%","25%","25%","50%","50%","38%","49.3%","46.0%",3.93,1.58,1.43
"LTA South 2025 Split 2","2025-04-13","LOUD",4,1,3,31.8,42,54,0.78,0.75,0.19,"-1.0%",64.2,-39.2,1502,"100%","75%","75%",4.3,"75%","58%","50%","35%",,"25%","25%","49.2%","52.0%",3.43,1.35,1.41
"LTA South 2025 Split 2","2025-04-13","paiN Gaming",4,3,1,30.6,63,49,1.29,0.91,0.24,"1.8%",44.4,30.6,-380,"75%","75%","50%",3,"25%","42%","25%","71%",,"75%","75%","50.2%","52.2%",3.81,1.4,1.55
"LTA South 2025 Split 2","2025-04-13","RED Canids",4,2,2,32.1,52,56,0.93,0.84,-0.11,"0.1%",57.5,-7.5,280,"50%","25%","50%",2.8,"50%","63%","100%","56%",,"50%","50%","50.8%","48.0%",3.28,1.28,1.65
"LTA South 2025 Split 2","2025-04-13","Vivo Keyd Stars",4,4,0,35.6,79,39,2.03,0.83,1.08,"6.0%",48.4,51.6,5,"25%","25%","75%",2.8,"75%","29%","50%","65%",,"100%","100%","49.9%","53.3%",3.14,1,1.76
"LTA South 2025 Split 2","2025-04-19","Fluxo W7M",5,1,4,34.2,57,64,0.89,0.71,-0.92,"-2.3%",29.3,-9.3,-1529,"20%","40%","0%",3.8,"20%","43%","40%","57%","50%","20%","50%","49.4%","49.8%",3.7,1.51,1.65
"LTA South 2025 Split 2","2025-04-19","FURIA",5,4,1,33.8,86,51,1.69,0.81,1.27,"10.2%",68.1,11.9,1625,"60%","60%","60%",5.8,"60%","67%","60%","52%",,"40%","71%","51.1%","52.4%",3.31,1.23,1.62
"LTA South 2025 Split 2","2025-04-19","Isurus Estral",5,0,5,31.2,37,86,0.43,0.79,-0.73,"-7.2%",44.9,-44.9,-699,"20%","40%","20%",3.4,"40%","60%","40%","36%",,"0%","0%","50.2%","46.6%",2.99,1.34,1.45
"LTA South 2025 Split 2","2025-04-19","Leviatan",5,3,2,37,52,66,0.79,0.64,-0.56,"-4.7%",39.8,20.2,-790,"40%","60%","60%",2.6,"60%","47%","20%","29%","50%","60%","44%","49.5%","47.5%",3.92,1.59,1.47
"LTA South 2025 Split 2","2025-04-19","LOUD",5,2,3,31.6,53,64,0.83,0.74,0.06,"-0.9%",60,-20,1096,"100%","80%","80%",3.8,"80%","57%","60%","38%",,"40%","40%","49.2%","52.8%",3.39,1.3,1.35
"LTA South 2025 Split 2","2025-04-19","paiN Gaming",5,4,1,30.2,78,53,1.47,0.87,0.34,"3.3%",51.4,28.6,-81,"80%","60%","60%",3,"20%","33%","40%","76%",,"80%","80%","50.4%","51.2%",3.72,1.38,1.54
"LTA South 2025 Split 2","2025-04-19","RED Canids",5,2,3,34.1,69,80,0.86,0.87,-0.05,"-1.7%",60.2,-20.2,573,"60%","40%","60%",3.4,"60%","70%","80%","50%",,"40%","33%","50.4%","47.6%",3.39,1.36,1.63
"LTA South 2025 Split 2","2025-04-19","Vivo Keyd Stars",5,4,1,35.2,81,49,1.65,0.74,0.62,"3.4%",46.4,33.6,-194,"20%","20%","60%",3,"60%","23%","60%","63%",,"80%","83%","49.8%","52.0%",3.17,0.98,1.74
"LTA South 2025 Split 2","2025-04-20","Fluxo W7M",6,1,5,33,60,78,0.77,0.7,-1.18,"-5.5%",29,-12.4,-1588,"33%","33%","0%",3.2,"17%","50%","50%","52%","50%","17%","43%","49.2%","48.9%",3.53,1.46,1.57
"LTA South 2025 Split 2","2025-04-20","FURIA",6,5,1,33.7,97,64,1.52,0.8,0.7,"6.6%",58.6,24.8,881,"50%","50%","50%",5.2,"50%","61%","67%","46%",,"33%","71%","51.0%","51.3%",3.31,1.21,1.61
